"","Index","STAT_422_ID_NUMBER","Full.Address","URL","Model","Street.Address","X","Style","Maintenance","Zip","City","GRAND.LARCENY.5.YR_AVG","listing_price_to_nearest_1000","Parking.Charges","Baths.Full","GRAND.LARCENY.1.YR_AVG","Total.Taxes","GRAND.LARCENY.3.YR_AVG","Fuel","high_schools","Kitchen.Type","walk_score","dogs_allowed","TOTAL.SEVEN.MAJOR.FELONY.OFFENSES.3.YR_AVG","TOTAL.SEVEN.MAJOR.FELONY.OFFENSES.1.YR_AVG","RAPE.5.YR_AVG","Common.Charges","GRAND.LARCENY.OF.MOTOR.VEHICLE.3.YR_AVG","MURDER...NON.NEGL..MANSLAUGHTER.3.YR_AVG","Bedrooms","ROBBERY.1.YR_AVG","FELONY.ASSAULT.5.YR_AVG","MURDER...NON.NEGL..MANSLAUGHTER.1.YR_AVG","Approx.Year.Built","GRAND.LARCENY.OF.MOTOR.VEHICLE.5.YR_AVG","YTD.Enrollment.2011","School","Approx..Interior.Sqft","FELONY.ASSAULT.3.YR_AVG","FELONY.ASSAULT.1.YR_AVG","Deductible..","NOV.Count","BURGLARY.5.YR_AVG","middle_schools1","GRAND.LARCENY.OF.MOTOR.VEHICLE.1.YR_AVG","Total.Rooms","Construction","Beds","BURGLARY.1.YR_AVG","YTD.Attendance.2011","MURDER...NON.NEGL..MANSLAUGHTER.5.YR_AVG","RAPE.3.YR_AVG","Baths.Half","Garage","ROBBERY.5.YR_AVG","ROBBERY.3.YR_AVG","X..Floors.In.Building","RAPE.1.YR_AVG","elem_schools","BURGLARY.3.YR_AVG","cats_allowed","TOTAL.SEVEN.MAJOR.FELONY.OFFENSES.5.YR_AVG","Sold.Price"
"1415",3304,NA,"66-70 79th St, Middle Village NY, 11379","http://www.mlsli.com/homes-for-sale/66-70-79th-St-Middle-Village-NY-11379-173820320","Three Bedrooms","66-70 79th",NA,"Condo",650,"11379","Village",549,NA,0,"2",529,3500,558,"GAS","Queens Metropolitan High School (Q686)","efficiency",84,"Y",1490,1355,16,405,195,3,"3",174,229,3,1987,209,52936,"24",93,213,185,47,0,337,"Q087",178,6,"Brick",2,267,"92.21%",2,17,"0","NO",230,203,"3",19,"P.S./I.S. 087 Middle Village (Q087)",299,"N",1574,460000
"1416",3308,NA,"90-50 Union Tpke, Glendale NY, 11385","","Large 2 Bedroom","9050 Union Turnpike",NA,"Co-op",1079,"11385","Ridgewood",549,NA,96,"1",529,1277,558,"GAS","Queens Metropolitan High School (Q686)","efficiency",73,"Y",1490,1355,16,536,195,3,"2",174,229,3,1960,209,52936,"24",348,213,185,45,0,337,"Q113",178,5,"Brick",2,267,"92.21%",2,17,"0","NO",230,203,"20",19,"P.S./I.S. 113 Anthony J. Pranzo (Q113)",299,"Y",1574,268000
"1417",3311,NA,"59-26 Bleecker St, Ridgewood NY, 11385","","2 Bdr/2 Bath","59-26 Bleecker St",NA,"Condo",407,"11385","Ridgewood",549,NA,0,"2",529,2861,558,"GAS","Grover Cleveland High School (Q485)","efficiency",86,"Y",1490,1355,16,536,195,3,"2",174,229,3,1985,209,52936,"24",92,213,185,45,0,337,"Q093",178,5,"Brick",2,267,"92.21%",2,17,"0","NO",230,203,"3",19,"P.S. 071 Forest (Q071)",299,"Y",1574,430000
"1418",3313,NA,"19-80 Starr St, Ridgewood NY, 11385","","High View Condo","19-80 Starr St",NA,"Condo",684,"11385","Ridgewood",549,NA,41,"2",529,500,558,"GAS","Grover Cleveland High School (Q485)","efficiency",88,"N",1490,1355,16,527,195,3,"2",174,229,3,2008,209,52936,"24",484,213,185,45,0,337,"Q093",178,5,"Brick",2,267,"92.21%",2,17,"0","NO",230,203,"4",19,"P.S. 071 Forest (Q071)",299,"N",1574,450000
"1419",3314,NA,"76-18 69 Pl, Glendale NY, 11385","","The Glendale","76-18 69 Pl",NA,"Condo",684,"11385","Glendale",549,NA,0,"2",529,1277,558,"GAS","Grover Cleveland High School (Q485)","efficiency",86,"Y",1490,1355,16,510,195,3,"2",174,229,3,2005,209,52936,"24",473,213,185,45,0,337,"Q119",178,4,"Brick",2,267,"92.21%",2,17,"0","NO",230,203,"5",19,"P.S. 091 Richard Arkwright (Q091)",299,"Y",1574,470000
"1420",3316,NA,"61-20 71st Ave, Ridgewood NY, 11385","","J Building","61-20 71 Ave",NA,"Condo",684,"11385","Ridgewood",549,NA,41,"2",529,1832,558,"GAS","Grover Cleveland High School (Q485)","efficiency",86,"Y",1490,1355,16,642,195,3,"2",174,229,3,1980,209,52936,"24",92,213,185,45,0,337,"Q077",178,4,"Brick",2,267,"92.21%",2,17,"0","NO",230,203,"6",19,"P.S. 088 Seneca (Q088)",299,"Y",1574,505000
"1421",3317,NA,"76-18 69th Pl, Glendale NY, 11385","","The Glendale","76-18 69th Pl",NA,"Condo",684,"11385","Glendale",549,NA,0,"2",529,625,558,"GAS","Grover Cleveland High School (Q485)","efficiency",70,"Y",1490,1355,16,531,195,3,"2",174,229,3,2005,209,52936,"24",485,213,185,45,0,337,"Q119",178,4,"Brick",2,267,"92.21%",2,17,"0","NO",230,203,"5",19,"P.S. 091 Richard Arkwright (Q091)",299,"Y",1574,512000
"1422",3328,NA,"76-18 69th Pl, Glendale NY, 11385","http://www.mlsli.com/homes-for-sale/76-18-69th-Pl-Glendale-NY-11385-192907428","THE GLENDALE","76-18 69th",NA,"Condo",684,"11385","Glendale",549,NA,0,"2",529,625,558,"GAS","Grover Cleveland High School (Q485)","efficiency",70,"N",1490,1355,16,531,195,3,"2",174,229,3,2005,209,52936,"24",485,213,185,45,0,337,"Q119",178,4,"Brick",2,267,"92.21%",2,17,"0","NO",230,203,"5",19,"P.S. 091 Richard Arkwright (Q091)",299,"N",1574,512000
"1423",3329,NA,"131-04 Laurelton Pky, Laurelton NY, 11413","","Garden Apt","131-04 Laurelton Pky",NA,"Co-op",720,"11413","Laurelton",546,NA,86,"1",679,2429,597,"OIL","Citywide High School Choice","efficiency",73,"N",1869,1948,27,385.026077700905,242,6,"2",275,318,8,1945,293,27232,"29",317,341,359,43.5329434271659,0,435,"Q355",232,4,"Brick",2,358,"92.14%",6,26,"0","NO",302,273,"2",37,"P.S. 038 Rosedale (Q038)",383,"N",1931,124000
"1424",3330,NA,"131-02 233rd St, Laurelton NY, 11413","","Unknown","131-02 233rd St",NA,"Co-op",720,"11413","Laurelton",546,NA,86,"1",679,2429,597,"GAS","Citywide High School Choice","efficiency",73,"N",1869,1948,27,385.026077700905,242,6,"2",275,318,8,1960,293,27232,"29",317,341,359,43.5329434271659,0,435,"Q355",232,4,"Brick",2,358,"92.14%",6,26,"0","NO",302,273,"2",37,"P.S. 038 Rosedale (Q038)",383,"N",1931,168000
"1425",3331,NA,"131-04 Laurelton Pky, Laurelton, NY 11413","http://www.mlsli.com/homes-for-sale/131-04-Laurelton-Pky-Laurelton-NY-11413-152882398","Garden Apt","131-04 Laurelton",NA,"Co-op",720,"11413","Laurelton",546,NA,86,"1",679,2429,597,"OIL","Citywide High School Choice","efficiency",73,"N",1869,1948,27,385.026077700905,242,6,"2",275,318,8,1945,293,27232,"29",317,341,359,43.5329434271659,0,435,"Q355",232,4,"Brick",2,358,"92.14%",6,26,"0","NO",302,273,"2",37,"P.S. 038 Rosedale (Q038)",383,"N",1931,124000
"1426",3332,NA,"84-10 153rd Ave, Howard Beach, NY 11414","","Hhi-Rise","84-10 153 Ave",NA,"Co-op",687,"11414","Howard Beach",504,NA,60,"1",600,2474,553,"GAS","John Adams High School (Q480)","efficiency",76,"N",1602,1579,16,327,225,3,"1",264,224,3,1965,235,46007,"27",133,236,216,40,19,306,"Q202",248,3,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,150000
"1427",3333,NA,"89-25 Shore Pky, Howard Beach NY, 11414","","Garden","89-25 Shore Pky",NA,"Co-op",740,"11414","Howard Beach",504,NA,37,"1",600,3259,553,"GAS","John Adams High School (Q480)","efficiency",72,"Y",1602,1579,16,402,225,3,"1",264,224,3,1963,235,46007,"27",133,236,216,40,0,306,"Q202",248,3,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,152500
"1428",3334,NA,"88-29 155 Ave, Howard Beach NY, 11414","","Carlton","88-29 155 Ave",NA,"Co-op",749,"11414","Howard Beach",504,NA,17,"1",600,3259,553,"OIL","John Adams High School (Q480)","efficiency",74,"N",1602,1579,16,402,225,3,"1",264,224,3,1960,235,46007,"27",369,236,216,40,0,306,"Q202",248,4,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,157000
"1429",3335,NA,"84-40 153rd Ave, Howard Beach NY, 11414","","Amherst","84-40 153rd Ave",NA,"Co-op",671,"11414","Howard Beach",504,NA,70,"1",600,2474,553,"OIL","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,327,225,3,"1",264,224,3,1963,235,46007,"27",133,236,216,40,0,306,"Q202",248,3,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,160000
"1430",3336,NA,"90-16 153 Ave, Howard Beach NY, 11414","","Garden","90-16 153 Ave",NA,"Co-op",727,"11414","Howard Beach",504,NA,25,"1",600,3259,553,"GAS","John Adams High School (Q480)","efficiency",74,"N",1602,1579,16,402,225,3,"3",264,224,3,1965,235,46007,"27",133,236,216,40,0,306,"Q202",248,5,"Brick",3,234,"89.88%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,189000
"1431",3337,NA,"81-16 156 Ave, Howard Beach NY, 11414","","Lindenwood Gardens","81-16 156 Ave",NA,"Co-op",808,"11414","Howard Beach",504,NA,14,"1",600,3259,553,"GAS","John Adams High School (Q480)","efficiency",68,"Y",1602,1579,16,402,225,3,"3",264,224,3,1960,235,46007,"27",133,236,216,40,0,306,"Q202",248,5,"Brick",3,234,"89.88%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,220000
"1432",3338,NA,"84-29 155th Ave, Howard Beach NY, 11414","","Hi-Rise","84-29 155th Ave",NA,"Co-op",964,"11414","Howard Beach",504,NA,45,"1",600,3259,553,"GAS","John Adams High School (Q480)","efficiency",74,"N",1602,1579,16,402,225,3,"2",264,224,3,1965,235,46007,"27",382,236,216,40,0,306,"Q202",248,5,"Brick",2,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,249000
"1433",3339,NA,"78-04 153rd Ave, Howard Beach NY, 11414","","Garden","78-04 153rd Ave",NA,"Condo",667,"11414","Howard Beach",504,NA,80,"1",600,1216,553,"GAS","John Adams High School (Q480)","efficiency",73,"Y",1602,1579,16,191,225,3,"0",264,224,3,1977,235,46007,"27",133,236,216,40,0,306,"Q202",248,2,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"3",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,129700
"1434",3340,NA,"149-30 88th St, Howard Beach NY, 11414","","One Bedroom","149-30 88th St",NA,"Condo",569,"11414","Howard Beach",504,NA,30,"1",600,2034,553,"GAS","John Adams High School (Q480)","efficiency",74,"N",1602,1579,16,530,225,3,"1",264,224,3,1960,235,46007,"27",114,236,216,40,0,306,"Q202",248,3,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"N",1579,235000
"1435",3341,NA,"84-39 153rd Ave, Howard Beach NY, 11414","","Hi-Rise","84-39 153rd Ave",NA,"Condo",667,"11414","Howard Beach",504,NA,60,"2",600,4300,553,"GAS","John Adams High School (Q480)","efficiency",75,"Y",1602,1579,16,637,225,3,"3",264,224,3,1965,235,46007,"27",133,236,216,40,0,306,"Q202",248,6,"Brick",3,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,275000
"1436",3342,NA,"84-10 153rd Ave, Howard Beach, NY 11414","http://www.mlsli.com/homes-for-sale/84-10-153rd-Ave-Howard-Beach-NY-11414-171262976","Hi-Rise","84-10 153rd",NA,"Co-op",397,"11414","Beach",504,NA,60,"1",600,2474,553,"OIL","John Adams High School (Q480)","efficiency",76,"N",1602,1579,16,327,225,3,"0",264,224,3,1965,235,46007,"27",133,236,216,40,0,306,"Q202",248,2,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"N",1579,55000
"1437",3343,NA,"84-10 153rd Ave, Howard Beach, NY 11414","http://www.mlsli.com/homes-for-sale/84-10-153-Ave-Howard-Beach-NY-11414-176962441","L Shape Studio","84-10 153",NA,"Co-op",550,"11414","Beach",504,NA,60,"1",600,2474,553,"GAS","John Adams High School (Q480)","efficiency",76,"N",1602,1579,16,327,225,3,"1",264,224,3,1960,235,46007,"27",133,236,216,40,19,306,"Q202",248,3,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,66000
"1438",3344,NA,"89-35 155th Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/89-35-155-Ave-Howard-Beach-NY-11414-165342817","Hi-Rise","89-35 155",NA,"Co-op",753,"11414","Beach",504,NA,20,"1",600,3259,553,"GAS","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,402,225,3,"1",264,224,3,1965,235,46007,"27",382,236,216,40,7,306,"Q202",248,3,"Brick",2,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,82000
"1439",3345,NA,"84-20 153rd Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/84-20-153rd-Ave-Howard-Beach-NY-11414-172689180","Hi-Rise","84-20 153rd",NA,"Co-op",520,"11414","Beach",504,NA,70,"1",600,2474,553,"GAS","John Adams High School (Q480)","efficiency",76,"N",1602,1579,16,327,225,3,"1",264,224,3,1965,235,46007,"27",133,236,216,40,0,306,"Q202",248,2,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,89000
"1440",3346,NA,"79-04 155th Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/79-04-155th-Ave-Howard-Beach-NY-11414-174135663","gaden","79-04 155th",NA,"Co-op",663,"11414","Beach",504,NA,45,"1",600,3259,553,"OIL","John Adams High School (Q480)","efficiency",69,"Y",1602,1579,16,402,225,3,"1",264,224,3,1960,235,46007,"27",382,236,216,40,0,306,"Q202",248,3,"Brick",2,234,"89.88%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,95000
"1441",3347,NA,"86-29 155th Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/86-29-155th-Ave-Howard-Beach-NY-11414-151970530","Bucknell","86-29 155th",NA,"Co-op",733,"11414","Beach",504,NA,70,"1",600,3259,553,"OIL","John Adams High School (Q480)","efficiency",73,"N",1602,1579,16,402,225,3,"1",264,224,3,1965,235,46007,"27",382,236,216,40,0,306,"Q202",248,3,"Brick",2,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,96000
"1442",3348,NA,"89-40 151 Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/89-40-151-Ave-Howard-Beach-NY-11414-165341879","Hi-Rise","89-40 151",NA,"Co-op",745,"11414","Beach",504,NA,27,"1",600,3259,553,"GAS","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,360,225,3,"1",264,224,3,1965,235,46007,"27",133,236,216,40,3,306,"Q202",248,3,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,100000
"1443",3350,NA,"84-40 153rd Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/84-40-153-Ave-Howard-Beach-NY-11414-171977268","Amherst","84-40 153",NA,"Co-op",673,"11414","Beach",504,NA,70,"1",600,2474,553,"GAS","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,327,225,3,"1",264,224,3,1960,235,46007,"27",133,236,216,40,0,306,"Q202",248,4,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,123000
"1444",3351,NA,"85-10 151st Ave, Howard Beach, NY 11414","http://www.mlsli.com/homes-for-sale/85-10-151-Ave-Howard-Beach-NY-11414-171050274","1 Bedroom","85-10 151st",NA,"Co-op",593,"11414","Beach",504,NA,30,"1",600,4958,553,"OIL","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,864,225,3,"1",264,224,3,1960,235,46007,"27",133,236,216,40,0,306,"Q202",248,4,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,124000
"1445",3352,NA,"89-35 155th Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/89-35-155-Ave-Howard-Beach-NY-11414-150093197","Jr.4","89-35 155",NA,"Co-op",731,"11414","Beach",504,NA,20,"1",600,3259,553,"OIL","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,402,225,3,"2",264,224,3,1960,235,46007,"27",382,236,216,40,7,306,"Q202",248,4,"Brick",2,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,130000
"1446",3353,NA,"81-19 156 Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/81-19-156-Ave-Howard-Beach-NY-11414-182027126","Union Gardens","81-19 156",NA,"Co-op",544,"11414","Beach",504,NA,14,"1",600,3259,553,"OIL","John Adams High School (Q480)","efficiency",68,"Y",1602,1579,16,402,225,3,"1",264,224,3,1960,235,46007,"27",133,236,216,40,0,306,"Q202",248,3,"Brick",3,234,"89.88%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,130000
"1447",3354,NA,"86-23 Shore Pky, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/86-23-Shore-Pky-Howard-Beach-NY-11414-139836126","Darthmouth","86-23 Shore",NA,"Co-op",763,"11414","Beach",504,NA,37,"1",600,3259,553,"OIL","John Adams High School (Q480)","efficiency",70,"Y",1602,1579,16,402,225,3,"2",264,224,3,1963,235,46007,"27",133,236,216,40,0,306,"Q202",248,5,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,132000
"1448",3355,NA,"155-14 84th St, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/155-14-84-St-Howard-Beach-NY-11414-178425336","2 Bedroom","155-14 84",NA,"Co-op",713,"11414","Beach",504,NA,37,"1",600,2804,553,"GAS","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,402,225,3,"2",264,224,3,1960,235,46007,"27",348,236,216,40,0,306,"Q202",248,5,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"N",1579,132000
"1449",3356,NA,"84-40 153rd Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/84-40-153-Ave-Howard-Beach-NY-11414-177698259","Pembrook","84-40 153",NA,"Co-op",687,"11414","Beach",504,NA,70,"1",600,2474,553,"GAS","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,327,225,3,"1",264,224,3,1960,235,46007,"27",133,236,216,40,0,306,"Q202",248,3,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,140000
"1450",3357,NA,"86-32 155th Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/86-32-155-Ave-Howard-Beach-NY-11414-153436862","Garden","86-32 155",NA,"Co-op",732,"11414","Beach",504,NA,45,"1",600,3259,553,"GAS","John Adams High School (Q480)","efficiency",73,"Y",1602,1579,16,402,225,3,"2",264,224,3,1964,235,46007,"27",382,236,216,40,0,306,"Q202",248,5,"Brick",2,234,"89.88%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,145000
"1451",3359,NA,"89-25 Shore Pky, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/89-25-Shore-Pky-Howard-Beach-NY-11414-185204773","Garden","89-25 Shore",NA,"Co-op",740,"11414","Beach",504,NA,37,"1",600,3259,553,"GAS","John Adams High School (Q480)","efficiency",72,"Y",1602,1579,16,402,225,3,"1",264,224,3,1963,235,46007,"27",133,236,216,40,0,306,"Q202",248,3,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,152500
"1452",3360,NA,"151-31 88th St, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/151-31-88-St-Howard-Beach-NY-11414-162376604","Hi-Rise","151-31 88",NA,"Co-op",857,"11414","Beach",504,NA,22,"1",600,3185,553,"OIL","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,530,225,3,"2",264,224,3,1930,235,46007,"27",117,236,216,40,2,306,"Q202",248,5,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,154000
"1453",3361,NA,"155-19 86th St, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/155-19-86-St-Howard-Beach-NY-11414-182130680","2 Bedroom","155-19 86",NA,"Co-op",713,"11414","Beach",504,NA,37,"1",600,3259,553,"GAS","John Adams High School (Q480)","efficiency",73,"Y",1602,1579,16,402,225,3,"2",264,224,3,1959,235,46007,"27",133,236,216,40,0,306,"Q202",248,5,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,155000
"1454",3362,NA,"151-25 88th St, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/151-25-88th-St-Howard-Beach-NY-11414-164992413","Dorchester","151-25 88th",NA,"Co-op",581,"11414","Beach",504,NA,21,"1",600,3185,553,"GAS","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,530,225,3,"1",264,224,3,1955,235,46007,"27",122,236,216,40,0,306,"Q202",248,3,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,155000
"1455",3363,NA,"155-05 89th St, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/155-05-89-St-Howard-Beach-NY-11414-163904452","Garden","155-05 89",NA,"Co-op",1148,"11414","Beach",504,NA,50,"1",600,3259,553,"OIL","John Adams High School (Q480)","efficiency",77,"Y",1602,1579,16,402,225,3,"3",264,224,3,1965,235,46007,"27",105,236,216,40,0,306,"Q202",248,6,"Brick",1,234,"89.88%",3,19,"1","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,231000
"1456",3364,NA,"151-40 88th St, Howard Beach, NY 11414","http://www.mlsli.com/homes-for-sale/151-40-88th-St-Howard-Beach-NY-11414-159748232","2 Bedroom","151-40 88th",NA,"Co-op",850,"11414","Beach",504,NA,26,"2",600,3185,553,"GAS","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,530,225,3,"2",264,224,3,1960,235,46007,"27",117,236,216,40,0,306,"Q202",248,5,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,255000
"1457",3365,854,"90-06 153rd Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/18-15-215-St-Bayside-NY-11360-195091932","Michigan","90-06 153rd",NA,"Co-op",720,"11414","Beach",504,289,60,"2",600,2474,553,"GAS","John Adams High School (Q480)","efficiency",78,"N",1602,1579,16,75,225,3,"2",264,224,3,1970,235,34371,"25",133,236,216,40,0,306,"Q202",248,5,"Brick",1,234,"91.90%",3,19,"0","NO",288,288,"2",14,"P.S. 232 Lindenwood (Q232)",277,"N",1579,NA
"1458",3370,804,"84-40 153rd Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/144-46-38-Ave-Flushing-NY-11354-187487166","2 Bedroom/ 2 Bath","84-40 153rd",NA,"Co-op",1071,"11414","Beach",504,235,70,"2",600,2474,553,"GAS","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,327,225,3,"2",264,224,3,1965,235,34371,"25",133,236,216,40,0,306,"Q202",248,5,"Brick",1,234,"91.90%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"N",1579,NA
"1459",3385,217,"151-31 88th St, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/14433-79th-Ave-Kew-Garden-Hills-NY-11367-185530208","1 Bedroom","151-31 88",NA,"Co-op",675,"11414","Beach",504,190,29,"1",600,3185,553,"OIL","John Adams High School (Q480)","efficiency",77,"N",1602,1579,16,530,225,3,"1",264,224,3,1955,235,37009,"28",117,236,216,40,2,306,"Q202",248,3,"Brick",1,234,"91.70%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"N",1579,NA
"1460",3388,200,"149-30 88th St, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/address-not-available-from-broker-Kew-Garden-Hills-NY-11367-171993137","Hi-Rise","149-30 88th",NA,"Co-op",639,"11414","Beach",504,300,30,"2",600,3721,553,"GAS","John Adams High School (Q480)","efficiency",74,"N",1602,1579,16,530,225,3,"2",264,224,3,1965,235,34371,"25",114,236,216,40,0,306,"Q202",248,5,"Brick",1,234,"91.90%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"N",1579,NA
"1461",3390,NA,"78-04 153rd Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/78-04-153rd-Ave-Howard-Beach-NY-11414-190676017","GARDEN","78-04 153rd",NA,"Condo",667,"11414","Beach",504,NA,80,"1",600,1216,553,"GAS","John Adams High School (Q480)","efficiency",73,"Y",1602,1579,16,191,225,3,"0",264,224,3,1977,235,46007,"27",133,236,216,40,0,306,"Q202",248,2,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"3",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,129700
"1462",3391,NA,"84-29 153rd Ave, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/84-29-153-Ave-Howard-Beach-NY-11414-173736455","1 Bedroom","84-29 153",NA,"Condo",667,"11414","Beach",504,NA,30,"1",600,2982,553,"GAS","John Adams High School (Q480)","efficiency",76,"Y",1602,1579,16,358,225,3,"1",264,224,3,1965,235,46007,"27",133,236,216,40,1,306,"Q202",248,4,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,174000
"1463",3392,NA,"151-35 84th St, Howard Beach NY, 11414","http://www.mlsli.com/homes-for-sale/151-35-84th-St-Howard-Beach-NY-11414-172343768","Heritage","151-35 84th",NA,"Condo",512,"11414","Beach",504,NA,37,"1",600,2220,553,"GAS","John Adams High School (Q480)","efficiency",76,"Y",1602,1579,16,402,225,3,"1",264,224,3,1966,235,46007,"27",348,236,216,40,0,306,"Q202",248,3,"Brick",1,234,"89.88%",3,19,"0","NO",288,288,"6",14,"P.S. 232 Lindenwood (Q232)",277,"Y",1579,259000
